prompt,completion
홍길동입니다. 오늘 오전 11시 예약이었어요.,"네, 예약 내역 확인되었습니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요, 홍길동인데 오늘 오전 11시 예약이에요. 시간 변경 좀 하려구요. 혹시 진료 끝나고 약 처방까지 받으려면 총 얼마나 걸릴까요?","네, 예약 내역 확인되었습니다. 진료와 처방전 발급까지는 15분 정도 소요되며, 이후 약국에서 별도로 소요됩니다. 오후에 가능한 시간은 2시 30분, 3시 50분, 5시 10분입니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 오늘 진료 시간 좀 바꿀게요. 혹시 진료 후에 의사 선생님과 통화할 일이 생기면 가능한가요?,진료 후에는 담당 의사와 직접 통화는 어렵습니다. 문의사항은 병원으로 연락주시면 전달해드리겠습니다.  성함과 예약 시간 알려주세요.
"홍길동이고, 오늘 오전 11시 예약이에요.","네, 예약 내역 확인되었습니다. 오후 2시 30분, 3시 50분, 5시 10분 중 편하신 시간 말씀해주세요."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요, 홍길동인데 오늘 오전 11시 예약이에요. 시간 변경 좀 하려구요. 혹시 병원 화장실은 어디에 있나요?","네, 예약 내역 확인되었습니다. 화장실은 진료실 옆에 있습니다. 오후에 가능한 시간은 2시 30분, 3시 50분, 5시 10분입니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 오늘 진료 시간 좀 바꿀게요. 혹시 의사 선생님이 안 계시면 어쩌죠?,"네, 오늘 진료는 정상적으로 가능합니다. 성함과 예약 시간 알려주세요."
홍길동입니다. 오늘 오전 11시 예약이었어요.,"네, 예약 내역 확인되었습니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요, 홍길동인데 오늘 오전 11시 예약이에요. 시간 변경 좀 하려구요. 혹시 예약했는데 진료 시간이 밀리기도 하나요?","네, 예약 내역 확인되었습니다. 부득이하게 진료가 지연되는 경우도 있습니다만, 최대한 정시에 진료할 수 있도록 노력하고 있습니다. 오후에 가능한 시간은 2시 30분, 3시 50분, 5시 10분입니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 오늘 진료 시간 좀 바꿀게요. 혹시 병원 내에서 식사할 수 있는 곳이 있나요?,"네, 병원 내에 식사 공간은 따로 마련되어 있지 않습니다. 성함과 예약 시간 알려주세요."
홍길동입니다. 오늘 오전 11시 예약이었어요.,"네, 예약 내역 확인되었습니다. 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요, 홍길동인데 오늘 오전 11시 예약이에요. 시간 변경 좀 하려구요. 혹시 이번에 가면 전에 받았던 검사 결과지도 받을 수 있을까요?","네, 예약 내역 확인되었습니다. 필요하시면 내원 시에 요청하시면 출력해드릴 수 있습니다. 오후에 가능한 시간은 2시 30분, 3시 50분, 5시 10분입니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
여보세요... 저... 예약 시간 좀 바꿔야 하는데... 전화하기가 너무 힘들어서요...,"네, 고객님. 괜찮습니다. 천천히 말씀해주세요. 어떤 문의이실까요?"
아... 네... 제가 홍길동인데... 오늘 오전 11시에 예약이 있었어요. 근데 갑자기 좀 일이 생겨서요. 혹시 바꿔도 괜찮을까요? 제가 폐를 끼치는 건 아닌지...,괜찮습니다. 염려 마세요. 진료 시간 변경은 자주 있는 일입니다. 변경을 원하시는 시간 말씀해주시면 도와드릴게요.
정말요...? 그럼... 혹시 오후에 언제 가능해요?,오후에는 2시에서 4시 사이로 진료가 가능합니다.
네... 그럼 3시 20분으로 부탁드릴게요... 감사합니다...,"네, 그렇게 변경해드렸습니다."
안녕하세요. 홍길동인데... 오늘 오전 11시 예약이었어요. 사실 전화하기 전에 여러 번 고민했거든요. 혹시라도 제가 불편하게 해드리는 건가 해서요.,전혀 그렇지 않습니다. 전화 주셔서 감사합니다. 어떤 문의이실까요?
아... 네... 그... 진료 시간 좀 변경하고 싶은데요... 너무 급하게 전화드려서 죄송해요.,"괜찮습니다. 미리 연락 주셔서 감사합니다. 오후에 가능한 시간은 2시 30분, 3시 50분, 5시 10분입니다."
3시 50분으로 바꿔주세요... 고맙습니다.,"네, 그렇게 처리해드렸습니다."
여보세요? 경희내과 맞나요? 전에 전화했을 때 연결이 너무 어려워서 힘들었거든요. 이번에도 혹시 오래 기다려야 하나요?,"네, 경희내과입니다. 불편을 드려 죄송합니다. 지금은 바로 연결되셨으니, 어떤 문의이신지 말씀해주시면 바로 도와드릴게요."
아... 네... 홍길동인데... 오늘 오전 11시 예약이었어요. 시간 좀 바꿔야 해서요. 오후에 바로 갈 수 있는 시간 있을까요?,"네, 예약 내역은 확인됩니다. 오후 1시, 2시, 5시 30분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 사실 제가 말을 잘 못 해서... 혹시 전화로 뭘 물어보는 게 너무 이상하게 들릴까요?",전혀 이상하지 않습니다. 편하게 말씀해주세요. 어떤 문의이신가요?
"아... 네... 진료 시간 좀 변경하고 싶은데, 오후에 혹시 언제 가능한지 알려주실 수 있으신가요?","네, 오후에는 2시, 3시 30분 진료가 가능합니다."
3시 30분으로 부탁드릴게요.,"네, 그렇게 처리해드렸습니다."
여보세요? 홍길동입니다. 오늘 오전 11시 예약이었어요. 제가 예약 시간을 여러 번 변경해서요... 혹시 의사 선생님께 혼나는 건 아니겠죠...?,전혀 그렇지 않습니다. 염려 마세요. 예약 변경은 언제든 가능합니다. 오후에 가능한 시간을 알려드릴까요?
아... 네... 그럼 오후에 언제 가능해요?,"오후 1시, 3시 진료가 가능합니다."
네... 3시로 변경해주세요.,"네, 그렇게 변경해드렸습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 지금 전화받으시는 분... 혹시 짜증나신 건 아니죠...? 제가 갑자기 전화해서요.",아닙니다. 괜찮습니다. 어떤 문의이실까요?
아... 다행이다... 그... 진료 시간 변경하고 싶은데요. 혹시 오늘 오후에 빈 시간 있나요?,"네, 오후에는 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 처리해드렸습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 제가 길을 잘 몰라서... 혹시 오후로 바꾸면 병원 찾아오는 게 더 어려울까요?,"네, 예약 내역은 확인됩니다. 오후 진료라고 해서 오시는 길이 달라지지는 않습니다. 오후 2시 30분, 3시 50분, 5시 10분 중 편하신 시간 말씀해주세요."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데... 오늘 오전 11시 예약이었어요. 제가 좀 늦었는데... 그래도 혹시 변경이 될까요...?,"네, 예약 내역 확인되었습니다. 괜찮습니다. 오후에 가능한 시간은 1시, 2시 30분입니다."
아... 다행이다... 그럼 1시로 변경해주실 수 있을까요?,"네, 그렇게 처리해드리겠습니다."
여보세요? 홍길동인데요. 오늘 오전 11시 예약이었어요. 저... 몸이 좀 안 좋아서요. 혹시 오후로 바꾸면 진료비가 더 나오나요? 제가 돈이 별로 없어서요.,"네, 예약 내역 확인되었습니다. 오후 진료라고 해서 진료비가 달라지지는 않습니다. 오후 1시, 2시 30분 진료가 가능합니다."
1시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데... 오늘 오전 11시 예약이었어요. 제가 너무 불안해서요... 전화도 잘 못 하겠고... 그냥 다 취소할까요?,"괜찮습니다. 전화 주셔서 감사합니다. 취소하시기 전에 오후 시간으로 변경하시는 건 어떠실까요? 오후2시, 2시 30분진료가 가능합니다."
그럼... 오후 2시로 변경해주세요.,"네, 그렇게 처리해드렸습니다."
여보세요. 홍길동인데... 오늘 오전 11시 예약이었어요. 전에 다른 병원에 전화했을 때 너무 불친절해서요... 여기도 그런가요...?,"아니요, 저희 병원은 환자분들의 편의를 최우선으로 생각합니다. 어떤 문의이실까요?"
그... 진료 시간 좀 변경하고 싶은데요. 오후에 가능한 시간 알려주실 수 있을까요?,"네, 오후에는 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 제가 너무 자주 바꿔서... 혹시 의사 선생님께 따로 말씀해놓으실 수 있나요...?,"네, 예약 내역 확인되었습니다. 진료 시간 변경으로 인해 따로 의사 선생님께 보고되는 내용은 없습니다. 오후 2시 30분, 3시 50분, 5시 10분 중 편하신 시간 말씀해주세요."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요... 홍길동인데... 오늘 오전 11시 예약이요. 제가 너무 급하게 전화해서... 죄송해요...,괜찮습니다. 무슨 일 있으신가요?
"아... 네... 시간 변경하고 싶은데, 오후에 가능한 시간 알려주세요.","네, 오후에는 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드렸습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 혹시 제가 병원에 늦게 도착하면... 진료 못 받나요?","네, 예약 내역 확인되었습니다. 조금 늦으셔도 진료는 가능합니다만, 다음 예약 환자분들을 위해 최대한 맞춰 와주시면 감사하겠습니다. 오후 2시 30분, 3시 50분, 5시 10분 중 편하신 시간으로 변경해드릴까요?"
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요? 홍길동입니다. 오늘 오전 11시 예약이요. 제가 지금 몸이 안 좋아서 말하기가 힘든데... 시간 좀 바꿔주세요.,"네, 알겠습니다. 불편하시겠지만 오후 시간으로 변경을 도와드릴게요. 오후 2시 30분, 3시 50분, 5시 10분 중 편하신 시간 말씀해주세요."
3시 50분으로요...,"네, 그렇게 변경해드렸습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 혹시 제가 오늘 못 가게 되면... 그냥 취소하면 되나요...?","네, 예약 내역 확인되었습니다. 오늘 방문이 어려우시면 다시 연락 주셔서 취소해주시면 됩니다. 혹은 오후 시간으로 변경하시는 것도 가능합니다. 오후 2시 30분, 3시 50분, 5시 10분 중 편하신 시간 말씀해주시겠어요?"
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 제가 원래 전화 잘 못 하는데... 오늘 진료 꼭 봐야 해서...,"네, 괜찮습니다. 용기 내어 전화 주셔서 감사합니다. 어떤 문의이실까요?"
그... 시간 좀 바꿔야 해서요. 오후에 가능한 시간 알려주세요.,"네, 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 제가 혹시 너무 일찍 가면... 대기해야 하나요?","네, 예약 내역 확인되었습니다. 예약된 시간보다 너무 일찍 오시면 대기가 길어질 수 있습니다. 오후 2시 30분, 3시 50분, 5시 10분 중 편하신 시간으로 변경해드릴까요?"
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 혹시 전화로 뭐 잘못 말한 거 없겠죠...?,아닙니다. 정확하게 말씀해주셨습니다. 어떤 문의이실까요?
그... 진료 시간 변경하려는데... 오후에 가능한 시간 알려주세요.,"네, 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데... 오늘 오전 11시 예약이었어요. 제가 혹시 다른 병원으로 착각하고 전화한 건 아니겠죠?,"네, 예약 내역 확인되었습니다. 경희내과로 정확하게 전화 주셨습니다. 오후에 가능한 시간은 2시 30분, 3시 50분, 5시 10분입니다."
3시 50분으로 변경해주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 제가 너무 자주 바꿔서... 병원에서 저 싫어하는 건 아니겠죠?,전혀 그렇지 않습니다. 염려 마세요. 어떤 문의이신가요?
그... 진료 시간 변경하려고요. 오후에 언제 가능해요?,"네, 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데... 오늘 오전 11시 예약이었어요. 제가 혹시... 전화로 다른 사람 이름으로 예약한 건 아니겠죠...?,"네, 예약 내역은 홍길동님으로 정확하게 확인됩니다. 오후에 가능한 시간은 2시 30분, 3시 50분, 5시 10분입니다."
3시 50분으로 변경해주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 혹시 제가 병원에 가면... 사람들이 저만 쳐다볼까요...?,"네, 예약 내역 확인되었습니다. 전혀 그렇지 않습니다. 어떤 문의이실까요?"
그... 진료 시간 변경하려고요. 오후에 가능한 시간 알려주세요.,"네, 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데... 오늘 오전 11시 예약이었어요. 제가 너무 긴장해서요. 혹시 말할 때 버벅여도 괜찮을까요...?,"네, 괜찮습니다. 천천히 말씀해주세요. 어떤 문의이실까요?"
그... 시간 좀 바꾸려구요. 오후에 가능한 시간 알려주세요.,"네, 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 혹시 제가 말을 너무 많이 해서... 귀찮으신가요...?,아닙니다. 괜찮습니다. 어떤 문의이실까요?
그... 진료 시간 변경하려고요. 오후에 가능한 시간 알려주세요.,"네, 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데... 오늘 오전 11시 예약이었어요. 제가 혹시 너무 늦게 전화한 건 아니겠죠?,"네, 예약 내역 확인되었습니다. 괜찮습니다. 오후에 가능한 시간은 2시 30분, 3시 50분, 5시 10분입니다."
3시 50분으로 변경해주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 혹시 제가... 좀 많이 아파 보이는데... 진료는 바로 볼 수 있겠죠?,"네, 예약 내역 확인되었습니다. 오후에 가능한 시간으로 변경해드리겠습니다. 오후 2시 30분, 3시 50분, 5시 10분 중 편하신 시간 말씀해주세요."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데... 오늘 오전 11시 예약이었어요. 혹시 제가 전화 걸 때... 잘못 눌러서 이상한 번호로 전화한 건 아니겠죠...?,"네, 예약 내역 확인되었습니다. 경희내과로 정확하게 전화 주셨습니다. 오후에 가능한 시간은 2시 30분, 3시 50분, 5시 10분입니다."
3시 50분으로 변경해주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 제가 오늘 진료를 못 받으면... 혹시 더 심해지지는 않을까요...?,"네, 예약 내역 확인되었습니다. 증상이 있으시면 오늘 진료 보시는 것을 추천드립니다. 오후에 가능한 시간은 2시 30분, 3시 50분, 5시 10분입니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요, 경희내과죠? 저 오늘 진료 시간 좀 변경하고 싶어서요. 오후에 가능한 시간대가 있을까요?","네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역은 확인됩니다. 오후 2시 30분, 3시, 3시 30분 진료가 가능합니다."
3시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요? 제가 오늘 진료를 못 가게 돼서요. 혹시 늦은 오후에 빈 시간 있나요?,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이에요.","네, 예약 내역은 확인됩니다. 오후 4시, 4시 30분, 5시 30분 진료가 가능합니다."
5시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 오후에 혹시 2시쯤에 가능한가요?,"네, 예약 내역 확인되었습니다. 죄송하지만 2시는 마감되었습니다. 오후 2시 30분, 3시 30분 진료가 가능합니다."
2시 30분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
경희내과죠? 저 오늘 진료 시간 좀 변경하려구요. 오후 3시쯤으로 바꾸고 싶은데요.,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이요.","네, 예약 내역 확인됩니다. 죄송하지만 3시는 마감되었습니다. 오후 3시 30분, 4시, 4시 30분 진료가 가능합니다."
4시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 지금 바로 갈 수 있나요?","네, 예약 내역은 확인됩니다. 지금은 대기 시간이 깁니다. 오후 1시 30분, 2시 30분, 4시 30분 진료는 가능합니다."
4시 30분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 갑자기 급한 일이 생겨서요, 혹시 오늘 오후에 5시 이후로도 가능한가요?","네, 예약 내역 확인됩니다. 오후 5시 30분 진료가 가능합니다."
그럼 5시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오늘 오후에 빈 시간 있으면 아무 때나 괜찮은데, 있나요?","네, 예약 내역은 확인됩니다. 오후 2시, 3시, 4시, 5시 진료가 가능합니다."
3시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요? 제가 오늘 진료를 못 가서요. 혹시 오늘 오후에 딱 한 시간만 가능하다고 하면 몇 시인가요?,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인됩니다. 오늘 오후에는 4시 진료가 유일하게 가능합니다."
그럼 4시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후에 진료 볼 시간이 있긴 할까요?,"네, 예약 내역은 확인됩니다. 오후 3시, 3시 30분, 4시 진료가 가능합니다."
3시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동입니다. 오늘 오전 11시 예약이었어요. 오후 1시쯤에 가도 되나요?,"네, 예약 내역 확인됩니다. 죄송하지만 1시 30분부터 진료가 시작됩니다. 오후 1시 30분, 2시, 3시 30분 진료가 가능합니다."
1시 30분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요. 오늘 오전 11시 예약인데, 오후 4시에서 5시 사이에 가능한가요?","네, 예약 내역 확인됩니다. 오후 4시 30분 진료가 가능합니다."
그럼 4시 30분으로 변경해주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오후에 늦게라도 진료를 받을 수 있을까요?,"네, 예약 내역은 확인됩니다. 오후 5시 진료가 가능합니다."
5시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후에 가장 빠른 시간으로 부탁드릴게요.,"네, 예약 내역 확인됩니다. 오후 1시 30분 진료가 가능합니다."
1시 30분으로 변경해주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 오후에 갈 수 있는 시간이 3시 반밖에 없는데, 그때 가능할까요?","네, 예약 내역 확인됩니다. 오후 3시 30분 진료 가능합니다."
"네, 그럼 3시 30분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
"여보세요? 제가 오늘 진료 시간 좀 바꾸려구요. 오후 2시 반이나 3시 반 둘 중에 하나만 있으면 되는데, 있나요?","네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인됩니다. 오후 2시 30분, 3시 30분 모두 가능합니다."
그럼 2시 30분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후에 진료 볼 수 있는 시간이 있긴 할까요?,"네, 예약 내역은 확인됩니다. 오후 1시 30분, 2시, 2시 30분 진료가 가능합니다."
2시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후에 4시 반으로 바꾸고 싶어요.,"네, 예약 내역 확인됩니다. 오후 4시 30분 진료 가능합니다."
그럼 4시 30분으로 변경해주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오후 1시에서 3시 사이에 빈 시간 있나요?,"네, 예약 내역은 확인됩니다. 오후 1시 30분, 2시, 2시 30분 진료가 가능합니다."
2시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요? 제가 오늘 진료를 못 가서요. 오후에 늦게라도 진료를 볼 수 있을까요?,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인됩니다. 오후 5시, 5시 30분 진료가 가능합니다."
5시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 오후 3시쯤으로 바꾸고 싶어요.,"네, 예약 내역 확인됩니다. 오후 3시, 3시 30분 진료가 가능합니다."
3시 30분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후에 제일 한가한 시간은 언제인가요?","네, 예약 내역은 확인됩니다. 오후 4시 30분이나 5시 30분은 비교적 한가한 편입니다."
4시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 오후에 2시 반이나 4시 반쯤 가능한가요?,"네, 예약 내역 확인됩니다. 오후 2시 30분, 4시 30분 모두 가능합니다."
2시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후에 가능한 시간대 좀 알려주세요.","네, 예약 내역은 확인됩니다. 오후 2시, 3시, 4시 30분, 5시 30분 진료가 가능합니다."
3시로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 오후에 3시쯤으로 바꾸고 싶어요.,"네, 예약 내역 확인됩니다. 오후 3시 진료 가능합니다."
"네, 그럼 3시로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 오후에 4시나 5시쯤 가능한가요?","네, 예약 내역 확인됩니다. 오후 4시, 5시 진료 모두 가능합니다."
4시로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 오후에 2시 30분이나 4시 30분쯤 가능한가요?,"네, 예약 내역 확인됩니다. 오후 2시 30분, 4시 30분 모두 가능합니다."
4시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후 3시에서 5시 사이에 가능한가요?","네, 예약 내역은 확인됩니다. 오후 3시, 3시 30분, 4시 30분 진료가 가능합니다."
3시로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 오후에 2시쯤으로 바꾸고 싶은데 가능할까요?,"네, 예약 내역 확인됩니다. 오후 2시 진료 가능합니다."
"네, 그럼 2시로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후에 가장 늦은 시간으로 부탁드릴게요.","네, 예약 내역은 확인됩니다. 오후 5시 30분 진료가 가능합니다."
5시 30분으로 변경해주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 오후 1시 반이나 4시쯤 가능한가요?,"네, 예약 내역 확인됩니다. 오후 1시 30분, 4시 모두 가능합니다."
4시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후에 2시, 3시, 4시 중에 가능한 시간 있나요?","네, 예약 내역은 확인됩니다. 오후 2시, 3시, 4시 모두 가능합니다."
2시로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 오후에 3시 30분쯤으로 바꾸고 싶은데요.,"네, 예약 내역 확인됩니다. 오후 3시 30분 진료 가능합니다."
"네, 그럼 3시 30분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후에 4시 반으로 바꾸고 싶어요.","네, 예약 내역 확인됩니다. 오후 4시 30분 진료 가능합니다."
"네, 그럼 4시 30분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
"안녕하세요, 저... 진료 좀 바꾸려구요.","네, 고객님. 예약 내역 확인을 위해 성함과 예약 시간을 말씀해주시겠어요?"
"아, 네네. 홍길동인데... 오늘이었던 것 같은데, 정확히 몇 시였는지 기억이 안 나네요.","네, 고객님. 오늘 날짜로 예약이 있으신지 한번 찾아봐드릴게요. 혹시 내과 진료가 맞으실까요?"
"네, 맞아요.","네, 확인해드리겠습니다. 오늘 오전 11시 내과 진료로 예약되어 있으십니다. 변경을 원하시나요?"
"네, 바꿔주세요. 혹시 오후에 가능한 시간 있나요?","네, 오후에는 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드렸습니다."
"여보세요. 제가 오늘 병원 예약을 해놨는데, 다른 날로 바꿀 수 있나요?","네, 성함과 어떤 날짜의 예약인지 알려주시겠어요?"
홍길동인데... 날짜는 잘 모르겠어요. 그냥 오늘 진료를 못 보게 될 것 같아서요.,"네, 고객님. 확인 도와드릴게요. 오늘 진료로 예약되어 있으신가요?"
"네, 오늘이었던 것 같아요.","네, 오늘 날짜로 홍길동님 예약은 확인되었습니다. 혹시 언제쯤으로 변경을 원하시나요?"
음... 다음주 같은데... 다음주에 혹시 가능한 날짜 있을까요?,"네, 다음주에도 가능한 날짜가 있습니다. 몇 시쯤을 원하시는지 말씀해주시겠어요?"
화요일 오후 4시로 할게요.,"네, 그렇게 변경해드렸습니다."
안녕하세요. 홍길동인데요. 제가 어제 전화해서 예약 잡은 것 같은데... 혹시 시간 변경 가능할까요?,"네, 고객님. 어제 예약하신 내역 확인해드릴게요. 혹시 어떤 진료이신가요?"
내과 진료였던 것 같은데... 오늘 진료가 맞나요?,"네, 확인해드리겠습니다. 오늘 오전 11시 내과 진료로 예약되어 있으십니다."
